video,short-term_memorability,nb_short-term_annotations,long-term_memorability,nb_long-term_annotations
8206,0.8753931393962343,32,0.8089470494905815,11
8207,0.8632870460585814,32,0.8079579525179585,12
8208,0.8659605748262857,37,0.7441854490149398,11
8209,0.8757687000131986,34,0.8083218213508803,16
8210,0.8671192647117537,34,0.7701820357707418,11
8211,0.8489616569182072,34,0.74671146341924,12
8214,0.9028005939542638,32,0.8313377596479093,14
8215,0.8787996066953815,33,0.792235223723527,13
8216,0.8352078342058289,34,0.7600076257464998,11
8217,0.7927288977897491,33,0.7213850741500697,11
8218,0.8598928691363161,33,0.7518763283958624,10
8219,0.8877244229453665,43,0.8006316070834192,10
8220,0.9066488466961843,33,0.8085480360251289,14
8221,0.8394530977534012,52,0.7513193875432993,11
8222,0.8711597539320395,34,0.7865176365189093,12
8224,0.8684570891340163,34,0.7754829587773304,11
8225,0.8733990578197031,33,0.7939087990078288,13
8226,0.8992352737305724,32,0.8021871649123704,13
8227,0.8159540535724419,33,0.76445585243537,10
8228,0.8914921271898952,35,0.8023570963463088,14
8229,0.8830783380380848,34,0.7974069325766803,14
8230,0.8393535908974837,33,0.7673481893859266,14
8231,0.8402435097160968,34,0.7784843060475253,11
8233,0.874163499041287,34,0.7967788129303766,11
8234,0.8220520469034456,31,0.7743612039620025,10
8235,0.8654212840808403,32,0.7656367162447528,11
8236,0.7701234773827998,35,0.7252652031435076,15
8238,0.8548788634930807,33,0.7720449377504081,12
8239,0.8991429353011122,32,0.8003922735550366,13
8240,0.8661539572356005,43,0.7680432457682915,11
8241,0.806300791558016,50,0.7450156530439662,19
8243,0.8422634013016819,34,0.7705427879557368,13
8245,0.8250089417533313,34,0.7607648020560078,11
8246,0.8489924292242993,34,0.7366088986138988,9
8247,0.8772671384965877,31,0.8168333473623608,10
8249,0.8248698910946406,33,0.7486622323247509,11
8251,0.8698856218272852,34,0.7768046700325761,9
8252,0.8697008641215918,35,0.7815978653440081,11
8253,0.8772737080526235,45,0.7838186271231964,12
8254,0.8747214538590904,33,0.7952371012533447,9
8256,0.7845217947579771,33,0.7358107155249677,13
8259,0.8232567745575959,34,0.7722612621519549,9
8260,0.8457531724174551,33,0.7672291568510268,9
8261,0.8863239250666057,33,0.7928003533055834,12
8263,0.8533128036265898,33,0.7849122930072185,14
8265,0.7988741543168376,33,0.7327549647722162,11
8266,0.8869636718090141,31,0.7859037206123427,13
8267,0.8856012962048249,34,0.7830266660384053,14
8268,0.8948376347524681,34,0.8108007797685581,9
8269,0.875012462213165,42,0.8043258762345433,13
8271,0.8791310796615257,34,0.753166874628445,10
8272,0.8409463358793544,37,0.7831229902680693,13
8274,0.8683392261448959,34,0.7924505351799092,13
8275,0.8401814407061677,30,0.7928090709649538,12
8276,0.8559313400272078,33,0.742221398209457,17
8277,0.8492103221313012,33,0.7677324584112021,15
8279,0.8609635270244642,33,0.742357091198598,13
8280,0.8982847534415416,33,0.7979397340606819,11
8282,0.8874991905805836,48,0.8131320617378022,16
8283,0.8624431585274226,33,0.7542069966748256,10
8284,0.8766906039712058,34,0.7807625436843679,12
8286,0.8682193393787716,33,0.7782569564524798,10
8287,0.8191441160510021,42,0.7284696199606988,10
8288,0.874076639811289,32,0.7856141573600728,18
8289,0.8763566412613824,33,0.814165801696634,13
8290,0.8244238224339185,49,0.7354649811291086,12
8291,0.8988172229317399,34,0.7759907136812338,11
8292,0.838731708530392,34,0.7779563263804856,10
8293,0.9037285052931832,33,0.8007491427755518,13
8294,0.8934496056778106,34,0.802574236784872,18
8295,0.8854743794173865,31,0.7923811331187212,17
8296,0.8862862826026218,34,0.8009976589487219,12
8297,0.8619283106953765,32,0.7816472680458729,13
8299,0.8253134823547986,33,0.7424630737790163,14
8300,0.8574086885211067,33,0.7794610404494787,13
8301,0.8164869319862048,39,0.7440184658250668,10
8303,0.8967177341778896,33,0.8213064775728034,12
8304,0.854963037615415,33,0.7658458837033912,13
8305,0.8858561386424263,32,0.8005147832979354,14
8306,0.8794560871380409,35,0.7663078653176054,10
8308,0.8761226075014287,33,0.7925997212589313,16
8309,0.8769374935208651,33,0.8203866387452178,10
8310,0.8718482247174177,33,0.7748739241545615,12
8311,0.7663837529546782,32,0.7227398638859364,10
8313,0.8675792062381036,33,0.8131535014676591,10
8314,0.8860492311533726,33,0.780346452518449,21
8316,0.7623417838919563,42,0.7287103053586101,11
8317,0.8318426784807458,40,0.7640519925888378,13
8318,0.8252336005133272,32,0.7458186604597531,17
8319,0.7754473902700273,33,0.7337303299250724,10
8322,0.8477791734735998,38,0.770376969378634,14
8323,0.8897956901707333,60,0.7936795198035218,25
8324,0.8912562856420696,32,0.8098047099956703,19
8325,0.8961155397184726,33,0.7901104634142653,9
8326,0.9089123280636269,34,0.807816022740206,9
8327,0.8499523011880998,33,0.7465660578091062,11
8328,0.877538541948966,34,0.7903588261315098,11
8329,0.8468050636925782,34,0.7510596527654139,23
8330,0.8103476569359641,32,0.7351108817228026,12
8331,0.8859139690974098,34,0.7872251315741632,16
8333,0.8506361082418037,34,0.7630748696019805,10
8334,0.8663289640417371,33,0.7930520967799262,12
8335,0.898130468553004,33,0.8012303337327213,11
8336,0.8606388436878569,33,0.7857763427729032,10
8337,0.8812550491239158,34,0.7948275227662814,10
8338,0.8898013321098319,33,0.7957624204230926,10
8339,0.8511989342056661,34,0.76606969060527,11
8341,0.8757947390196451,33,0.7562544146846398,11
8344,0.8870662773056583,31,0.8323110643436205,12
8345,0.8644498789425282,33,0.7661533088291894,11
8346,0.8303116443201374,34,0.7564500041420013,12
8347,0.892881012962256,34,0.7969444551015961,9
8348,0.8442124166874001,37,0.7699176659754785,14
8349,0.9053352534356046,33,0.806138767613193,10
8350,0.861560852353777,41,0.7834134251713784,14
8351,0.8737478574808119,33,0.7933513491560255,13
8352,0.8599969261889213,33,0.7661504656297634,13
8353,0.8609846167144373,46,0.7936996609152216,12
8354,0.8142856761509126,34,0.7676129408322879,10
8355,0.8762809427168456,34,0.7947240616471183,11
8356,0.8511089363947797,31,0.7550315492529129,10
8357,0.9010237176476159,33,0.8032114053642143,12
8358,0.8845859537495664,31,0.7982136065498786,11
8359,0.8321542136703715,33,0.7578891782495161,11
8360,0.7886776501682484,34,0.7389649367704109,12
8361,0.828638833491774,32,0.7506637094137842,16
8363,0.86602873024832,33,0.7830470239397443,11
8364,0.8957529033420888,35,0.8247450757615624,16
8365,0.8336950884141436,34,0.7517859103085749,14
8366,0.8774404876833208,34,0.7715174955553254,12
8367,0.851055937913948,33,0.7821993174118103,11
8368,0.8544332312648821,51,0.7764323250736526,13
8369,0.8275283236724579,32,0.7678831209551591,11
8371,0.8632570864057068,33,0.7976393690190839,15
8374,0.8569915692067109,34,0.7838901592146064,16
8375,0.7660813513215967,43,0.7135423415123344,10
8377,0.8854706234833178,33,0.8083100257448526,14
8378,0.8828808056621206,33,0.7839899256009886,16
8379,0.8404671753510348,39,0.7721726180114443,11
8380,0.8076046195097089,33,0.7488366673812897,11
8381,0.8240859836208083,33,0.7627349553760866,9
8382,0.8559329321613942,33,0.7676241784306509,12
8383,0.8682522161649984,33,0.7720784020537772,10
8384,0.8965719765991533,32,0.807072986781453,10
8385,0.8464620266439713,33,0.7634755156422566,10
8386,0.8244054210608525,36,0.742796077103365,10
8387,0.9134255127517019,34,0.8337269274689532,12
8389,0.8564322991951341,31,0.7774987258171873,11
8390,0.8885923735994253,33,0.8132598222955902,28
8394,0.8250962276849416,34,0.7710882516544543,19
8395,0.879028640356334,45,0.796056033237913,22
8396,0.8401415758972653,31,0.7762063534854459,9
8397,0.8675206229070996,45,0.7586883102282602,10
8398,0.8421909002481116,52,0.7814898403591233,10
8399,0.8455338273745221,37,0.7592091591722412,11
8400,0.8556916572417004,34,0.7694467063380963,10
8401,0.8460868971309752,33,0.754265664711148,11
8402,0.803322835152766,33,0.7415010995412834,15
8403,0.8713696898505867,33,0.7733205681025046,13
8405,0.846236740204938,34,0.7111281558352502,11
8406,0.8348963859473867,46,0.7597614671531202,10
8407,0.8985259127821756,33,0.8104508641201187,10
8409,0.8575838465876182,49,0.7676438993116508,13
8410,0.8727009591706512,43,0.8032863363752017,11
8414,0.8831774606582506,33,0.7923875058459755,13
8415,0.8813017359511286,31,0.7795325991317954,9
8420,0.8502634143519932,32,0.7719427807473633,10
8421,0.8202965504243646,33,0.7636069998377706,12
8422,0.8339735741104931,39,0.7615482279237827,11
8423,0.8345643512777837,34,0.7358459486960414,12
8425,0.9001731542950671,34,0.8030804028787527,10
8426,0.8066172636210818,32,0.7457671883159296,11
8427,0.8722081464846488,33,0.7621575328619579,19
8428,0.8583117203017763,34,0.7481329867519553,17
8429,0.845725874207141,33,0.7650239817109289,14
8430,0.8459135920638007,32,0.7807333167076442,13
8433,0.8133958699128765,33,0.7329756989365799,11
8434,0.8552295289335248,33,0.77399734459154,9
8435,0.8579730604392235,33,0.7911232705622446,12
8436,0.8964663714103958,91,0.8098469650664805,21
8437,0.8331096704688581,47,0.7626664702049223,20
8438,0.8476478350418202,32,0.7757623514770808,11
8439,0.8047235591719555,34,0.7283268979048247,10
8441,0.8600011034665294,34,0.7776154837621749,13
8442,0.8439173713986827,35,0.7610339832561259,18
8443,0.8659365819411051,34,0.7788211552961033,12
8444,0.8729272994125413,34,0.7944520398746064,10
8446,0.8328508422635147,36,0.7756193066365155,11
8447,0.8862819829504957,33,0.7817267646118657,11
8448,0.8606709065242877,34,0.7887679046710467,14
8449,0.8798615781024334,33,0.8065537281899721,10
8451,0.878753991353032,51,0.8029019470852921,11
8452,0.8355028450431422,32,0.7718326397435014,10
8453,0.8830578014653336,34,0.8026509341879877,11
8454,0.9046232549039386,33,0.8221150277434456,13
8455,0.8506446602552193,32,0.7788491768636455,11
8456,0.8397767980810691,32,0.7547563061020212,14
8458,0.849041739099577,33,0.7666938415572289,9
8459,0.9013797140619396,34,0.8144947077510052,9
8461,0.8603156885878123,32,0.7842578463000651,11
8464,0.8759769928800656,34,0.7909649166481774,10
8465,0.8299989049699578,33,0.7597596992445155,11
8466,0.8499118022006604,34,0.7848561772267051,10
8468,0.8316431356511086,34,0.764510409120921,11
8470,0.8681212688193566,34,0.7787040311397218,16
8471,0.8550900359233478,33,0.7929122003606787,12
8472,0.8207434364579691,33,0.7622270274733567,10
8473,0.8208392640446303,33,0.730812124923945,13
8474,0.8619299779915112,33,0.7987913321391145,14
8475,0.8864896711670869,34,0.7833795040156559,10
8476,0.8593180027576699,33,0.7794455400937415,10
8477,0.8680275721306924,34,0.7867010406822172,11
8478,0.8859458305643284,71,0.7883459708545512,22
8479,0.8518781760078611,35,0.7670419569464944,12
8480,0.8029407841290321,40,0.72425916324437,10
8481,0.8705885259931949,34,0.7897917950930685,20
8482,0.8508850409630059,33,0.7781264137878601,27
8485,0.8524748513748603,51,0.7600675165154781,11
8487,0.8391691172237026,83,0.7399393381149719,22
8488,0.8782829147301916,47,0.7899369932154354,18
8489,0.8524365246522522,34,0.7803487168839429,12
8491,0.8030318384421572,34,0.7316714505495797,11
8492,0.9071131064218007,33,0.8323003673825535,11
8493,0.8700776949224183,33,0.7761513049745934,15
8494,0.8833027586209875,33,0.803624645749509,12
8495,0.8908712209829808,34,0.7870881769229089,14
8496,0.8196222259902249,33,0.7673604540656733,9
8497,0.8573614658857707,34,0.7563876880374013,23
8498,0.8854445607332768,32,0.7747446469956218,15
8499,0.8474723510417643,32,0.762903023181408,12
8500,0.8091814873803297,34,0.7528684962111495,11
8503,0.8521739528291072,49,0.751520634792322,18
8504,0.8694708239490672,32,0.7862571403972094,14
8505,0.8819271252698432,34,0.7925057462584467,12
8506,0.8753157104612134,35,0.7995442506858083,12
8507,0.8876839531292458,34,0.8025532278529531,10
8508,0.8521235099340487,34,0.7647606672430548,14
8509,0.8409486538313308,31,0.7625168621023238,15
8510,0.8495394788299371,33,0.7736373030809978,14
8512,0.8491480440650356,34,0.7637709056286857,13
8513,0.8468646537235429,33,0.7705455217927315,13
8514,0.8573427726567264,32,0.7944711515781502,10
8515,0.8321764243325794,33,0.7463960495793188,13
8516,0.8993338585707411,32,0.8083223018758587,13
8517,0.8639408418058824,50,0.7961024531073893,10
8518,0.8584337561197413,32,0.7638035452583657,10
8520,0.8213759898370824,33,0.7586019595120608,14
8521,0.8837256623873722,33,0.8071255977367562,17
8522,0.8724139929490343,33,0.7747084007652312,11
8525,0.8539044265267917,33,0.7618889324542308,15
8526,0.8385208916086063,32,0.7813539327537786,11
8529,0.8268968959733651,37,0.7665180127562674,9
8530,0.9208594998012476,33,0.8238214701879107,20
8531,0.851834130463146,32,0.8005157261620433,19
8532,0.8572658887453964,32,0.7621005557417158,11
8535,0.8818779159941458,36,0.7984435685349216,12
8538,0.8209064007999025,33,0.7786637518524726,14
8542,0.8413735400936846,55,0.7529642609609318,12
8543,0.8654808208123486,32,0.7878323583308753,20
8544,0.8323415197698827,34,0.7377916286394066,10
8545,0.8237756597888236,33,0.763906774633919,10
8546,0.8463302783814807,34,0.763041749897889,9
8547,0.8148565934821457,33,0.7328350264112524,10
8549,0.8259942873712762,33,0.7526943553914155,11
8550,0.8286712433761207,32,0.7510079366584688,12
8551,0.8557326501067402,34,0.7570689616525298,13
8552,0.8453509826862479,33,0.7699428657965031,11
8553,0.8556668193005126,34,0.7793220427687463,10
8554,0.8098994172056934,34,0.7188978475932257,11
8556,0.8742096608182115,35,0.8049609243235286,10
8557,0.8821468456215923,34,0.7984027467819987,13
8558,0.8820163360631473,33,0.7927720505370733,10
8560,0.8742271234497644,32,0.7929194477315147,11
8561,0.8960959268087336,55,0.7819853555567959,14
8562,0.8996678325741869,33,0.805803823545212,12
8563,0.8354991262180402,33,0.7540338660044952,12
8565,0.876109102305893,33,0.7549651765669891,12
8566,0.8473452860219097,50,0.773222052864773,19
8568,0.8637921143066161,34,0.7667931673988236,12
8572,0.8193526103463139,32,0.7618494623158155,16
8573,0.8458387441332607,32,0.748696315907952,10
8575,0.8571905846718133,33,0.748772613519616,9
8576,0.893224125492858,49,0.8017640153231594,12
8577,0.8860956417702812,34,0.8261146293367811,9
8578,0.870320639812989,31,0.8008386394613247,14
8579,0.8173521179678593,33,0.73169168584383,14
8580,0.8692237830836539,33,0.7807832102141956,11
8581,0.8343105812395328,35,0.7792287525355351,10
8582,0.8994505465210799,33,0.8165448940545631,10
8583,0.8789160668922753,34,0.7872831710996113,11
8584,0.8439584362474825,33,0.7625853740252118,10
8585,0.8200055422697052,34,0.7443230620225605,12
8586,0.8879431163942104,33,0.8012158223726902,12
8587,0.8688606497023567,33,0.7750375693905265,15
8588,0.8134877548418898,34,0.754331650543188,10
8590,0.8716221338181473,33,0.78642074035588,11
8591,0.8962296434125638,33,0.8146326931682529,11
8592,0.853797334772166,34,0.7675378317744618,15
8593,0.8580613580119216,32,0.7880176154072867,10
8594,0.8721784338670318,34,0.7980486254598443,14
8595,0.8301143496808536,33,0.7559962740574858,12
8596,0.8649373799065523,88,0.7938081151047103,39
8597,0.8773772140906096,32,0.7985504366942199,12
8598,0.8472438355817571,37,0.744394806133752,10
8600,0.9034034741106125,41,0.8389566945275768,15
8601,0.8726532971469869,57,0.7883950465838606,10
8602,0.8953255791481567,37,0.8067216003423402,10
8603,0.846679918823301,43,0.7599978192614325,11
8604,0.8356292965095353,31,0.7637960380533784,10
8605,0.8745629856348467,35,0.7906236129191115,11
8606,0.8761190133679165,43,0.7926490867287628,15
8607,0.8979662846848894,32,0.8232322762017023,10
8609,0.8919717692390032,37,0.795423850564939,10
8611,0.8952451881137466,33,0.7919551090554149,12
8613,0.8272939623767575,34,0.7604045082785815,12
8614,0.8777503388997444,48,0.7947843563674613,27
8615,0.8693792379312495,33,0.7713117401874467,13
8616,0.8494892153709297,33,0.7360171200907238,9
8618,0.856885484239661,33,0.7741887088566375,12
8619,0.8887155879494735,34,0.7818037591776592,9
8621,0.8726230249207787,56,0.7846400794692054,9
8622,0.8500240196903261,31,0.7700900216363546,12
8623,0.8781514239424704,36,0.7900763474153396,11
8624,0.8784083558026974,34,0.7983862648977027,14
8625,0.8597630819630123,86,0.7824572844541103,18
8628,0.8415932702317181,33,0.7662543582192066,13
8629,0.8647076169827225,31,0.787261168232366,10
8630,0.8755341249866262,33,0.7945193291052738,11
8631,0.8175338619266949,85,0.759409531454645,18
8632,0.829843881670724,33,0.7523536175537188,12
8633,0.8981951336437326,34,0.8098715436018429,11
8635,0.8644812409088376,33,0.7652276844052777,14
8636,0.8763166023266523,33,0.7934875271001052,12
8637,0.8907697074032037,33,0.779814113630736,11
8638,0.8736607734688571,32,0.7820509987047584,9
8640,0.8523693433512045,34,0.7749008444934555,16
8641,0.8620624541288184,33,0.7914685590313664,11
8642,0.7938073822796938,34,0.7276897610886353,11
8643,0.8501399998302704,33,0.7711670375163397,14
8644,0.8926911081615075,33,0.7789801229795412,12
8646,0.806892693963261,32,0.7191396457322126,10
8647,0.866576033457741,34,0.7821429370415846,10
8648,0.8300368608450622,33,0.7361393036423411,12
8649,0.8936061364080108,35,0.8089134822389896,10
8650,0.8485010838449508,32,0.7693128080036651,16
8652,0.8438321080502826,65,0.7601647984340352,12
8653,0.8119472306775437,38,0.736378908430513,10
8654,0.8874490827420931,32,0.793781596874599,13
8655,0.863936183659845,34,0.7786998693206015,10
8657,0.8721864975798572,57,0.7862549373592511,17
8658,0.8903070567961833,37,0.789421721857786,13
8659,0.8524469143909873,33,0.7557228251503945,11
8660,0.8778498361161886,55,0.7798593406757134,10
8661,0.8741749166778641,33,0.7513041601102204,10
8663,0.8744101534135718,32,0.7773050412331803,12
8664,0.8023543210888253,33,0.7351609636230585,10
8665,0.874343902800317,34,0.7930925901835236,15
8667,0.8826309519430046,32,0.8019474281678749,11
8668,0.8378620626009359,33,0.7534402190718712,10
8669,0.8383152110494922,32,0.7433391847820326,12
8670,0.8574200859377565,33,0.7998225136468029,12
8671,0.8790965899863512,33,0.7986715915943151,13
8672,0.8589225348169377,34,0.7806613983022214,10
8673,0.8394559567071329,34,0.7592860771625473,11
8674,0.7896799076028063,48,0.7356264854855096,17
8676,0.758641162842817,33,0.6969564302456741,20
8677,0.8271485822570055,51,0.7742796876999015,9
8678,0.878096661320795,33,0.7914595671447118,14
8679,0.8811979219887378,34,0.7681710004331388,13
8680,0.9026940228424074,34,0.7838647081336654,14
8683,0.8562626727873737,39,0.7674043816628136,16
8684,0.8943708268910573,33,0.7907939224198544,12
8685,0.8418083648676848,34,0.7376771032684037,13
8687,0.8230020764652453,34,0.7223528247890235,14
8689,0.860198473668247,34,0.7694106409316447,10
8691,0.900210612687115,32,0.8172539383149959,11
8692,0.8752239046440872,33,0.8061193545083782,23
8693,0.786382006246726,33,0.7242393707905017,12
8694,0.8233070819093725,34,0.7507549850923951,18
8695,0.8698281825056218,48,0.7874850038611603,14
8696,0.8697784406014686,39,0.77737592236684,10
8698,0.8771139360618321,33,0.8054135084958631,10
8700,0.8803964425052675,33,0.7941811137934356,16
8701,0.8175789071454589,48,0.7268912844921329,14
8702,0.8845921318827309,33,0.7981947515511374,11
8704,0.8463040579342629,36,0.7540180404862178,9
8705,0.8868794783609456,33,0.8280916293038972,11
8708,0.8693000053259426,32,0.8012876297883984,11
8709,0.8707188989584717,34,0.7767612427291555,10
8710,0.8729411802318281,64,0.7991548107355984,34
8711,0.874762050561564,33,0.798673367534928,9
8713,0.8873620273364082,64,0.8206763101456452,11
8714,0.872927718408821,32,0.7868827612059659,9
8717,0.8560402012189061,33,0.7838527612873519,19
8718,0.9057985137345614,34,0.8227416262239234,9
8719,0.8296253907774951,34,0.751498194861042,14
8720,0.8972816791512557,35,0.8266580271847298,12
8722,0.8692103586239481,33,0.7792984889714724,10
8723,0.8815552797391344,33,0.7986369710559613,14
8724,0.8544359730637536,32,0.7932250845670354,15
8725,0.8628593585353185,33,0.7692290624022662,13
8726,0.8739005086499465,33,0.7972577098836097,15
8727,0.8639561127317397,50,0.7848992097666501,13
8729,0.8250240001872973,48,0.7689814215508599,14
8730,0.8535429315394364,45,0.7803629104421735,10
8731,0.8391793903235034,34,0.7528247733640537,10
8732,0.8656105165541574,34,0.7642011368443398,11
8733,0.8195614128238227,35,0.7545457409448604,10
8734,0.827307086857279,41,0.7755131830953939,10
8735,0.8802698820847252,33,0.7673868599183162,13
8736,0.8517207886069449,34,0.7623169027022898,13
8738,0.8820594404735713,34,0.7922113307632093,11
8739,0.8564457515785299,33,0.7521566893697549,13
8740,0.8781818220421853,31,0.8105534117193851,10
8741,0.8769850599536915,33,0.7691286778744693,17
8742,0.8211948697094366,34,0.7340802643329865,15
8743,0.8513345536977086,33,0.7762377905412425,11
8744,0.8642299050494628,35,0.7695499901823378,12
8746,0.8770418174078212,33,0.8002881786114837,10
8748,0.8499987200514855,43,0.7643488355701038,10
8749,0.8537400113675271,33,0.7453959586667807,14
8750,0.8718564493707266,34,0.7878906551966802,11
8751,0.8649385626390406,34,0.7627665248233231,10
8752,0.8638158737161216,34,0.8049194894998799,10
8753,0.8852632098751461,34,0.8139827734119325,10
8754,0.8794879554859969,33,0.8033242893978085,12
8755,0.8430334657400044,88,0.7672864264528855,39
8756,0.8971241384777067,32,0.7983280628898133,10
8757,0.8828598457292056,33,0.8025325688922125,12
8758,0.8240665985147126,33,0.7308659068060752,14
8759,0.8776992356687924,32,0.7867325525235526,9
8760,0.8497197575072942,33,0.7540783648278113,12
8762,0.8152011488755831,31,0.7482510354235784,10
8763,0.7673422430241627,33,0.717720342278926,15
8764,0.8764806313624446,34,0.7826434107637465,14
8765,0.787877736889645,34,0.7319587651787511,15
8766,0.8085753613643216,32,0.7471259181531873,10
8768,0.8465656540345301,33,0.7691533380818791,13
8770,0.8777319819392952,32,0.7844044958944988,16
8771,0.8918972013312275,40,0.7976174140867265,11
8772,0.8452940443128429,33,0.771661669738382,14
8774,0.8434669302161935,49,0.7621904404308196,14
8775,0.8546071138646673,32,0.7656553107228715,12
8776,0.8567058372918895,33,0.76018356275076,11
8778,0.8270124723939893,34,0.7877583539646449,10
8779,0.8475945730801648,36,0.7726582283694357,12
8780,0.8691949681323543,32,0.7728827722102553,10
8781,0.8658653591142365,56,0.7667372929479133,13
8782,0.8342737221151821,32,0.7602630207083885,12
8783,0.8784831102084304,33,0.8402372102565409,11
8784,0.849042107709626,34,0.7635008126695753,16
8785,0.771269327688515,33,0.710873096823847,13
8786,0.8572869280840382,35,0.7791514560093953,12
8788,0.8786682302805042,32,0.7842305625253079,16
8789,0.8699799068161007,32,0.7920843932198133,12
8790,0.8718238087421205,34,0.7917064397723638,11
8791,0.871429737348453,31,0.7775952512248983,14
8792,0.8341865229340086,33,0.7655128967227273,14
8794,0.8500654596062426,33,0.7799347308050261,11
8795,0.8586734930792613,41,0.7766193292500916,10
8796,0.8805807747613762,32,0.8082851393641747,11
8797,0.8847454180980459,57,0.8025786417231228,10
8799,0.875925706818755,34,0.7892243811555235,9
8800,0.8504801248060797,34,0.7820440864570184,10
8802,0.8893502567515459,33,0.793891868097125,10
8803,0.8864801479727713,32,0.7836636242034745,12
8804,0.8799492470210623,33,0.7892061351439837,19
8805,0.8467460201723682,32,0.778970761573232,21
8806,0.8657982929845723,33,0.7734434169918041,20
8807,0.8702783540424097,33,0.7844443955126237,9
8808,0.8432206620881643,34,0.7495873802954853,15
8810,0.8440489874981777,38,0.7590431655991563,10
8811,0.8478745430492967,33,0.74671443532552,16
8813,0.7948699675920547,33,0.7457872340419529,12
8814,0.8694138872442276,34,0.7868846539226889,11
8815,0.8881671819362292,32,0.8117120699859028,10
8816,0.8693342124873865,34,0.7843994159312744,14
8817,0.9037866067198412,33,0.8088989884303301,10
8818,0.8687270734227583,32,0.7885180873925697,12
8819,0.8719046134295204,34,0.7892742438393129,19
8820,0.8394221138917257,34,0.7490108051775557,10
8821,0.8698177475572106,33,0.8026093021086764,10
8822,0.8796332460489262,32,0.7943832003985647,13
8825,0.8701916054907332,34,0.7567518853076791,11
8826,0.8757087930828021,72,0.7743941687649911,28
8827,0.8947036308605621,33,0.8100936340386163,11
8828,0.8439897845687414,33,0.7767021969053087,14
8829,0.8517478944139447,95,0.7712567066393252,12
8830,0.8786476025883401,34,0.8089746135433171,15
8833,0.8914027422940694,57,0.7854210803686243,13
8834,0.8764369677893555,34,0.8023513577915794,14
8835,0.8612295712828318,33,0.7778663674242005,11
8837,0.8661345701789813,47,0.7781910044434059,11
8838,0.8302800478068917,35,0.7661850374564088,15
8840,0.8897364855710106,33,0.8000597760661645,13
8842,0.8453887717280707,33,0.7798063037286409,10
8843,0.8672233488977887,56,0.7865109023132066,25
8845,0.8316996071619063,34,0.757471369744803,14
8846,0.8348616855806344,34,0.7606466606426756,17
8849,0.8573140407659644,33,0.7497430895688357,10
8851,0.861216837537467,32,0.796695940830012,9
8852,0.8807271116027241,34,0.7920407048651865,11
8853,0.8594530437824465,34,0.7756488212905697,11
8855,0.8500765909553758,32,0.7624201716105965,11
8856,0.8631285739963916,32,0.7701929159672853,10
8858,0.8930091603453899,33,0.8032228784163036,10
8859,0.8318932593816706,32,0.7559856204822658,12
8860,0.9013912513150988,33,0.7839197653208789,12
8861,0.905595681060023,34,0.8019407661121086,12
8862,0.8471217138438442,33,0.780283755300752,13
8863,0.8901097516814631,35,0.7929036867204746,12
8865,0.8428092650712163,32,0.7597792305347928,18
8866,0.9010173553846236,33,0.8113555209913611,10
8868,0.8616626044758781,34,0.7811831673549368,10
8869,0.845314557635484,37,0.7552017217633635,10
8870,0.8225159355189974,32,0.7351070289887044,12
8871,0.8981542376268052,32,0.7885655091030135,12
8872,0.8672968908783181,34,0.7922355777849024,13
8873,0.838608856264503,34,0.7729460190427465,10
8874,0.8262315185099348,34,0.7460922266703756,12
8875,0.8596397462564753,36,0.7673112083681604,16
8876,0.8927513000942815,33,0.8084428945813923,15
8877,0.8777786353727919,34,0.7881468039783576,10
8878,0.9007998842886119,34,0.7930376903707916,13
8879,0.8806279133080943,45,0.7711121234309952,14
8881,0.8101488989986445,33,0.7505872958912125,11
8883,0.8898682534441338,33,0.7646047439291546,16
8885,0.8420591885321269,33,0.7445362572741734,9
8887,0.9029222345845449,34,0.8139354074638893,11
8888,0.8471735894199683,35,0.7800479350814389,9
8889,0.8539793671256279,33,0.7735882115852994,10
8890,0.8601241274331943,53,0.781876803680353,16
8891,0.7771708386489136,33,0.7242295994671899,11
8892,0.8709455869474982,31,0.7837483096837796,12
8893,0.8736359508716645,33,0.7519124102250818,10
8894,0.8392910501307211,33,0.7672693063689009,12
8895,0.8452166064176756,34,0.7456617894246542,10
8896,0.8485665779294539,33,0.778863563244635,13
8897,0.8446828230207853,33,0.7569208123093787,14
8900,0.8328333805914895,34,0.777666917288725,17
8902,0.8728473023576324,33,0.7906848110934839,12
8903,0.858989161267944,33,0.7428731251227285,16
8904,0.8429090516792132,48,0.7603461764347765,16
8905,0.8116609752396824,33,0.7573458176596957,16
8906,0.8339430661807377,31,0.7812826440220215,12
8907,0.8741653646265649,33,0.7887760096730905,11
8909,0.8583333962061572,34,0.7645563373201221,15
8910,0.8706207697894212,31,0.7931023872544647,16
8911,0.8661160767797073,55,0.7842747885848212,16
8912,0.8588689066837597,32,0.7937420173685192,9
8913,0.8489934320948864,67,0.7796946237537647,23
8914,0.8679301951316194,34,0.774921027943172,11
8915,0.8710300210907485,34,0.7854868504922017,13
8916,0.8921059062231983,34,0.7939336129612479,13
8918,0.7767908377478212,56,0.7370673623022121,16
8920,0.8423718159279159,32,0.7670931671760439,14
8923,0.881239580596086,33,0.7893159336619573,12
8924,0.8619638691356719,33,0.7641055692854433,15
8926,0.875158689277496,32,0.7577347469044293,13
8928,0.8473430813570414,33,0.7386997571498706,12
8929,0.8833608056386218,34,0.7882213192706555,10
8930,0.8987701002250884,33,0.8077090822427502,12
